,BuildingType,PrimaryPropertyType,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,Age,prop_GFAParking,prop_Use1,prop_Use2,prop_Use3
2331,NonResidential,Warehouse,98134.0,3958900645,2,GREATER DUWAMISH,47.56318,-122.32889,1.0,1,31569,Non-Refrigerated Warehouse,12.0,3064039.5,125.59,54,0.0,0.0,0.0,0.0
2332,NonResidential,Warehouse,98134.0,3958900650,2,GREATER DUWAMISH,47.56362,-122.32876,1.0,1,22509,Non-Refrigerated Warehouse,57.0,177812.7969,1.24,60,0.0,0.0,0.0,0.0
2333,NonResidential,Warehouse,98134.0,3958900786,2,GREATER DUWAMISH,47.56424,-122.32902,1.0,1,39984,Non-Refrigerated Warehouse,75.0,1073156.375,36.82,60,0.0,0.0,0.0,0.0
2342,NonResidential,Worship Facility,98102.0,6852700670,3,EAST,47.62322037,-122.320017,1.0,1,26440,Worship Facility,91.0,719905.1875,27.93,110,0.0,0.0,0.0,0.0
2357,NonResidential,Self-Storage Facility,98144.0,7133800125,3,GREATER DUWAMISH,47.59291,-122.31042,1.0,2,28800,Self-Storage Facility,,1143826.625,29.44,60,0.0,0.0,0.0,0.0
2359,NonResidential,K-12 School,98122.0,9103000660,3,CENTRAL,47.61791,-122.28594,4.0,2,28500,K-12 School,92.0,1162561.125,28.64,7,0.0,0.0,0.0,0.0
2379,NonResidential,Restaurant,98109.0,4088803010,3,LAKE UNION,47.62902,-122.33173,1.0,2,26519,Restaurant,,3717064.0,97.27,38,0.0,0.0,0.0,0.0
2380,NonResidential,Mixed Use Property,98109.0,4088803045,3,LAKE UNION,47.62774,-122.33384,1.0,2,34639,Restaurant,,15480681.0,515.71,28,0.44464332111204136,0.3999897320053394,0.33643084505596055,0.26357942293870007
2381,NonResidential,Other,98109.0,4088803510,7,MAGNOLIA / QUEEN ANNE,47.62643,-122.33946,1.0,2,26300,Other - Entertainment/Public Assembly,,3537841.5,116.94,95,0.0,0.0,0.0,0.0
2382,NonResidential,Restaurant,98109.0,4088803835,7,LAKE UNION,47.63734,-122.33988,0.0,2,34072,Restaurant,,6584966.5,226.81,54,0.0,0.0,0.0,0.0
2383,NonResidential,Small- and Mid-Sized Office,98109.0,4088803945,7,LAKE UNION,47.63614,-122.33982,1.0,3,23355,Office,77.0,840549.375,5.86,67,0.0,0.0,0.0,0.0
2384,NonResidential,Small- and Mid-Sized Office,98109.0,4088803975,7,MAGNOLIA / QUEEN ANNE,47.63575,-122.33895,1.0,4,30840,Office,30.0,3542708.5,101.21,51,0.0,0.0,0.0,0.0
2385,NonResidential,Other,98115.0,7169200020,4,NORTHEAST,47.67642,-122.3035,1.0,1,20332,Other,,392683.6875,10.99,70,0.0,0.0,0.0,0.0
2392,NonResidential,Worship Facility,98122.0,9184700280,3,CENTRAL,47.61118,-122.288,1.0,1,21850,Worship Facility,100.0,317794.4063,13.09,116,0.0,0.0,0.0,0.0
2394,NonResidential,Mixed Use Property,98105.0,9191201460,4,NORTHEAST,47.66827,-122.29978,1.0,4,32282,Multifamily Housing,,1391714.25,34.62,19,0.2163744501579828,0.48163296510072245,0.2670004969229005,0.25136653797637704
2398,NonResidential,Large Office,98104.0,9195900000,7,DOWNTOWN,47.60449,-122.33803,1.0,13,307557,Office,,9512829.0,66.32,33,0.27007676625796195,0.5404141060918114,0.2763723960326201,0.18321349787556854
2402,NonResidential,Self-Storage Facility,98109.0,5244800055,7,MAGNOLIA / QUEEN ANNE,47.64633,-122.3508,1.0,2,28309,Self-Storage Facility,,430308.9063,11.85,98,0.0,0.0,0.0,0.0
2403,NonResidential,Hotel,98104.0,5247800005,7,DOWNTOWN,47.60154,-122.3352,1.0,4,45500,Hotel,77.0,2799595.0,122.0,102,0.0,0.0,0.0,0.0
2404,NonResidential,Small- and Mid-Sized Office,98104.0,5247800035,7,DOWNTOWN,47.60106,-122.33458,1.0,5,38376,Office,,2058532.875,14.35,116,0.0,0.0,0.0,0.0
2406,NonResidential,Small- and Mid-Sized Office,98104.0,5247800046,7,DOWNTOWN,47.60149,-122.33458,1.0,4,42804,Office,,1544501.75,46.53,116,0.0,0.0,0.0,0.0
2407,NonResidential,Mixed Use Property,98104.0,5247800080,7,DOWNTOWN,47.6005,-122.33514,0.0,5,57600,Residence Hall/Dormitory,,6983736.0,223.36,11,0.0,0.5454545454545454,0.31620553359683795,0.1383399209486166
2409,NonResidential,Small- and Mid-Sized Office,98104.0,5247800105,7,DOWNTOWN,47.60023,-122.33459,1.0,4,33300,Office,,1287497.375,18.76,116,0.0,0.8367571302927503,0.08857896720693555,0.07466390250031411
2411,NonResidential,Other,98104.0,5247800140,7,DOWNTOWN,47.59976,-122.33514,1.0,3,22200,Other,,188745.7031,7.05,116,0.0,0.0,0.0,0.0
2412,NonResidential,Warehouse,98109.0,4088804350,7,MAGNOLIA / QUEEN ANNE,47.64306,-122.34219,1.0,2,29498,Non-Refrigerated Warehouse,,3768900.5,50.05,48,0.0,0.0,0.0,0.0
2413,NonResidential,Warehouse,98103.0,4088804520,4,LAKE UNION,47.64793,-122.34358,1.0,1,23050,Non-Refrigerated Warehouse,27.0,466672.6875,3.25,78,0.0,0.0,0.0,0.0
2415,NonResidential,Retail Store,98105.0,4092300005,4,NORTHEAST,47.66097,-122.3192,1.0,1,46059,Retail Store,82.0,1582655.875,20.66,86,0.0,0.0,0.0,0.0
2432,NonResidential,Medical Office,98115.0,9221400445,4,NORTHEAST,47.67437,-122.3181,1.0,2,23595,Medical Office,72.0,817409.625,6.53,46,0.0,0.0,0.0,0.0
2438,NonResidential,Small- and Mid-Sized Office,98104.0,5247800350,7,DOWNTOWN,47.59938,-122.33328,1.0,3,28142,Office,96.0,847097.8125,34.08,116,0.0,0.0,0.0,0.0
2439,NonResidential,Small- and Mid-Sized Office,98104.0,5247800355,7,DOWNTOWN,47.59954,-122.33327,1.0,3,28760,Office,,2615973.5,124.59,116,0.0,0.5060409303854689,0.24739048245253556,0.24656858716199556
2440,NonResidential,Small- and Mid-Sized Office,98104.0,5247800360,7,DOWNTOWN,47.59979,-122.33318,1.0,4,39030,Office,99.0,713326.875,13.69,114,0.0,0.0,0.0,0.0
2441,NonResidential,Small- and Mid-Sized Office,98104.0,5247800380,7,DOWNTOWN,47.60071,-122.33377,0.0,3,47215,Office,58.0,2092696.0,63.81,107,0.0,0.0,0.0,0.0
2442,Nonresidential COS,Other,98122.0,6003500315,3,EAST,47.61492,-122.31728,1.0,2,61580,Other,,4199443.0,69.53,90,0.43845404352062356,0.0,0.0,0.0
2443,NonResidential,Small- and Mid-Sized Office,98122.0,6003500330,3,EAST,47.61459,-122.31724,1.0,3,30720,Office,,1288669.5,25.53,99,0.0,0.0,0.0,0.0
2444,NonResidential,Mixed Use Property,98122.0,6003500340,3,EAST,47.61428,-122.31726,1.0,2,20640,Retail Store,,412562.4063,2.88,100,0.0,0.45535213898748367,0.4302260414720717,0.11442181954044461
2445,NonResidential,Mixed Use Property,98122.0,6003500345,3,EAST,47.61421,-122.3193,1.0,2,34914,Retail Store,,1333289.625,9.29,104,0.0,0.47628584143937946,0.3381651726111005,0.18554898594952
2446,NonResidential,Small- and Mid-Sized Office,98122.0,6003500395,3,EAST,47.61508,-122.31845,1.0,3,20897,Office,,964923.8125,17.79,110,0.0,0.5994959263818065,0.20121915479749136,0.19928491882070218
2447,NonResidential,Retail Store,98122.0,6003500420,3,EAST,47.61478,-122.31847,1.0,2,36940,Retail Store,100.0,336745.4063,2.35,100,0.0,0.0,0.0,0.0
2448,NonResidential,Small- and Mid-Sized Office,98122.0,6003500440,3,EAST,47.61435,-122.31859,1.0,3,22866,Office,,1153690.125,20.76,103,0.0,0.0,0.0,0.0
2449,NonResidential,Retail Store,98122.0,6003500470,3,EAST,47.61466,-122.31984,1.0,1,30240,Retail Store,78.0,1264626.875,18.19,96,0.0,0.0,0.0,0.0
2454,NonResidential,Other,98105.0,4092301550,4,NORTHEAST,47.65729,-122.31937,1.0,2,28586,Other,,5078204.0,35.4,54,0.0,0.0,0.0,0.0
2457,NonResidential,Hotel,98104.0,5247802370,2,DOWNTOWN,47.59766,-122.32394,1.0,3,28800,Hotel,,4644346.0,190.45,108,0.0,0.0,0.0,0.0
2460,NonResidential,Small- and Mid-Sized Office,98104.0,5247802530,2,DOWNTOWN,47.59644,-122.32415,1.0,3,35202,Office,2.0,3605755.5,25.14,37,0.0,0.0,0.0,0.0
2467,NonResidential,Senior Care Community,98101.0,8725600380,7,EAST,47.61318,-122.32747,1.0,6,95117,Senior Care Community,1.0,7202141.5,183.79,47,0.27420965757961246,0.0,0.0,0.0
2469,NonResidential,Worship Facility,98122.0,8725600475,3,EAST,47.61426,-122.32661,1.0,2,24600,Worship Facility,69.0,331059.5,5.66,106,0.0,0.0,0.0,0.0
2471,NonResidential,Worship Facility,98104.0,8590400490,3,EAST,47.60514,-122.32613,1.0,1,48850,Worship Facility,,1063480.5,65.05,116,0.0,0.7816326530612245,0.11768707482993197,0.10068027210884353
2482,NonResidential,Hospital,98116.0,9274200430,1,SOUTHWEST,47.58767,-122.38672,0.0,3,54863,Hospital (General Medical & Surgical),100.0,2037720.625,14.21,55,0.0,0.0,0.0,0.0
2489,NonResidential,Warehouse,98108.0,5263300725,2,GREATER DUWAMISH,47.55317,-122.33289,1.0,1,25000,Non-Refrigerated Warehouse,,1989103.875,65.89,52,0.0,0.53572,0.3,0.16428
2490,NonResidential,Warehouse,98134.0,5263300910,2,GREATER DUWAMISH,47.55544,-122.33294,1.0,1,25000,Non-Refrigerated Warehouse,,287132.5,8.61,56,0.0,0.0,0.0,0.0
2491,NonResidential,Other,98108.0,5263300985,2,GREATER DUWAMISH,47.55523,-122.33448,1.0,1,22622,Manufacturing/Industrial Plant,,774075.6875,26.56,89,0.0,0.0,0.0,0.0
2492,NonResidential,Small- and Mid-Sized Office,98122.0,8725600520,3,EAST,47.61543,-122.32657,1.0,3,27544,Office,94.0,1031667.5,17.41,99,0.0,0.0,0.0,0.0
2506,NonResidential,Small- and Mid-Sized Office,98121.0,9292600000,7,DOWNTOWN,47.61161,-122.34592,1.0,7,47415,Office,,1478979.25,10.31,27,0.0,0.6706220690727258,0.18136124569267043,0.14801668523460373
2512,NonResidential,Other,98109.0,9301300445,7,MAGNOLIA / QUEEN ANNE,47.63644,-122.34218,1.0,3,22960,Other - Entertainment/Public Assembly,,2266983.0,95.38,55,0.0,0.0,0.0,0.0
2514,NonResidential,Supermarket / Grocery Store,98112.0,6003501820,3,EAST,47.62048,-122.31386,1.0,1,44739,Supermarket/Grocery Store,17.0,14585813.0,393.07,18,0.0,0.0,0.0,0.0
2518,NonResidential,Mixed Use Property,98105.0,6012500051,4,NORTHEAST,47.66816,-122.27706,1.0,1,22778,Retail Store,,2470566.0,120.86,68,0.0,0.5601395459470888,0.34154399133123664,0.09831646272167455
2519,NonResidential,Worship Facility,98117.0,6021503160,6,BALLARD,47.68517,-122.38733,1.0,2,21562,Worship Facility,20.0,866806.0,37.28,60,0.0,0.0,0.0,0.0
2521,NonResidential,Other,98122.0,5317100295,3,CENTRAL,47.62322,-122.29006,1.0,1,25753,Other - Entertainment/Public Assembly,,1378130.25,62.51,57,0.0,0.0,0.0,0.0
2522,NonResidential,Other,98112.0,5317100844,3,EAST,47.62816,-122.28067,1.0,3,71280,Other - Recreation,,22767828.0,861.85,88,0.0,0.0,0.0,0.0
2524,NonResidential,Senior Care Community,98112.0,5318102110,3,EAST,47.63429,-122.27652,1.0,16,153312,Senior Care Community,51.0,20628680.0,792.6,53,0.0,0.6585589618355796,0.32051287733403067,0.02092816083038971
2530,NonResidential,Mixed Use Property,98121.0,8729760000,7,DOWNTOWN,47.61811,-122.33908,1.0,19,1206670,Office,87.0,27684480.0,393.29,7,0.1672843445183853,0.4712994637096417,0.2671815093459737,0.2615190269443846
2535,NonResidential,Worship Facility,98118.0,8800000005,2,SOUTHEAST,47.53857,-122.28026,1.0,1,24200,Worship Facility,73.0,826488.6875,22.38,48,0.0,0.0,0.0,0.0
2540,NonResidential,Residence Hall,98109.0,9301301410,7,MAGNOLIA / QUEEN ANNE,47.63651,-122.34418,1.0,4,23513,Residence Hall/Dormitory,,1740568.25,49.79,35,0.09403308807893505,0.7755102040816326,0.1326530612244898,0.09183673469387756
2547,NonResidential,Self-Storage Facility,98126.0,9358000450,1,DELRIDGE,47.56785,-122.37039,1.0,3,66610,Self-Storage Facility,,640377.0,18.81,22,0.0,0.0,0.0,0.0
2548,NonResidential,Other,98134.0,6172900220,2,GREATER DUWAMISH,47.56774,-122.33289,1.0,1,36000,Other,,3646053.75,58.79,66,0.0,0.0,0.0,0.0
2559,NonResidential,K-12 School,98133.0,6140100225,5,NORTHWEST,47.71387,-122.3535,1.0,2,23222,K-12 School,62.0,1219863.125,55.06,78,0.0,0.0,0.0,0.0
2562,NonResidential,Mixed Use Property,98122.0,8804900865,3,EAST,47.61426,-122.3253,1.0,2,24476,Fitness Center/Health Club/Gym,,2662054.25,91.69,92,0.0,0.40009601024109237,0.3132067420524856,0.286697247706422
2564,NonResidential,Retail Store,98122.0,8804900910,3,EAST,47.61386,-122.32481,0.0,2,24750,Retail Store,,782343.8125,28.07,106,0.0,0.8535936113575865,0.09094942324755989,0.05545696539485359
2567,NonResidential,K-12 School,98122.0,8804901000,3,EAST,47.61339,-122.32594,1.0,3,60000,K-12 School,52.0,3625407.5,121.63,112,0.0,0.0,0.0,0.0
2568,NonResidential,Other,98122.0,8804901025,3,EAST,47.61449,-122.32592,1.0,2,46560,Other - Entertainment/Public Assembly,,690557.6875,17.31,62,0.0,0.0,0.0,0.0
2575,NonResidential,Other,98109.0,8807900070,7,MAGNOLIA / QUEEN ANNE,47.63303,-122.34268,1.0,3,30408,Bank Branch,61.0,1440554.25,10.04,36,0.0,0.0,0.0,0.0
2579,NonResidential,Small- and Mid-Sized Office,98109.0,8807900390,7,MAGNOLIA / QUEEN ANNE,47.63439,-122.34078,1.0,3,30109,Office,89.0,1465795.75,34.03,96,0.0,0.0,0.0,0.0
2583,NonResidential,Small- and Mid-Sized Office,98119.0,9405800065,7,MAGNOLIA / QUEEN ANNE,47.63985,-122.36712,1.0,2,25481,Office,92.0,917100.3125,38.59,56,0.0,0.0,0.0,0.0
2584,NonResidential,Senior Care Community,98118.0,9412400225,2,SOUTHEAST,47.53515,-122.26556,1.0,1,141297,Senior Care Community,76.0,19423344.0,717.93,49,0.0,0.0,0.0,0.0
2593,NonResidential,Small- and Mid-Sized Office,98109.0,6849200110,7,LAKE UNION,47.62298,-122.33082,1.0,2,27788,Office,73.0,2119806.25,35.99,104,0.0,0.0,0.0,0.0
2603,NonResidential,Hotel,98133.0,6149700055,5,NORTHWEST,47.729,-122.34473,1.0,4,41704,Hotel,73.0,1943899.25,58.52,26,0.20583157490888165,0.0,0.0,0.0
2606,NonResidential,Warehouse,98134.0,6172900280,2,GREATER DUWAMISH,47.56683,-122.33358,1.0,2,22324,Non-Refrigerated Warehouse,53.0,588856.125,22.33,75,0.0,0.0,0.0,0.0
2607,NonResidential,Other,98134.0,6172900300,2,GREATER DUWAMISH,47.5661,-122.33358,1.0,2,31360,Other - Entertainment/Public Assembly,,1725108.25,39.65,70,0.0,0.0,0.0,0.0
2608,NonResidential,Mixed Use Property,98134.0,6172900320,2,GREATER DUWAMISH,47.56555,-122.33362,1.0,1,30496,Retail Store,,1992158.25,46.01,69,0.0,0.4396224101998284,0.3148216255976462,0.24555596420252543
2614,NonResidential,Small- and Mid-Sized Office,98122.0,8804900480,3,EAST,47.61545,-122.3238,1.0,3,27600,Office,84.0,1072151.375,12.57,94,0.0,0.0,0.0,0.0
2623,NonResidential,Senior Care Community,98103.0,9521100080,6,Northwest,47.66312,-122.35311,1.0,2,55974,Senior Care Community,98.0,6135173.0,203.21,55,0.0,0.0,0.0,0.0
2628,NonResidential,Senior Care Community,98125.0,4077800532,5,NORTH,47.70883,-122.28887,1.0,1,22583,Senior Care Community,95.0,1981360.0,70.92,62,0.0,0.0,0.0,0.0
2631,NonResidential,Small- and Mid-Sized Office,98103.0,4083300310,4,LAKE UNION,47.66117,-122.3391,0.0,3,31686,Office,35.0,2305643.5,16.07,19,0.23221612068421385,0.7118890719384954,0.18533772652388797,0.1027732015376167
2632,NonResidential,Small- and Mid-Sized Office,98103.0,4083306580,4,LAKE UNION,47.6483,-122.33438,1.0,3,26694,Office,92.0,720170.6875,5.02,35,0.22604330561174796,0.0,0.0,0.0
2636,NonResidential,Warehouse,98133.0,6300000010,5,NORTHWEST,47.70833,-122.34429,1.0,1,29400,Non-Refrigerated Warehouse,69.0,227509.5,1.59,44,0.0,0.0,0.0,0.0
2637,NonResidential,Hotel,98108.0,6920700025,2,GREATER DUWAMISH,47.54774,-122.32091,1.0,3,22452,Hotel,85.0,1244150.0,41.88,24,0.0,0.0,0.0,0.0
2642,NonResidential,Other,98105.0,8816400105,4,NORTHEAST,47.66148,-122.31279,1.0,2,25767,Bank Branch,22.0,1581352.75,11.02,104,0.0,0.0,0.0,0.0
2643,NonResidential,Retail Store,98105.0,8816400135,4,NORTHEAST,47.66188,-122.31279,1.0,4,33910,Retail Store,75.0,1822834.25,38.21,63,0.0,0.0,0.0,0.0
2644,NonResidential,Worship Facility,98105.0,8816400210,4,NORTHEAST,47.6645,-122.31224,1.0,2,78401,Worship Facility,,2462408.25,87.41,89,0.0,0.8072445019404916,0.12858990944372575,0.06416558861578267
2654,NonResidential,Warehouse,98103.0,4083307185,4,LAKE UNION,47.64748,-122.33435,1.0,2,78716,Non-Refrigerated Warehouse,38.0,4103800.75,48.13,37,0.0,0.536373323630315,0.3820433516997609,0.08158332466992411
2655,NonResidential,K-12 School,98103.0,4083800835,4,LAKE UNION,47.66389,-122.33692,1.0,2,33300,K-12 School,92.0,1594733.625,69.2,106,0.0,0.0,0.0,0.0
2656,NonResidential,Supermarket / Grocery Store,98103.0,4083802815,4,LAKE UNION,47.66185,-122.33594,1.0,1,28808,Supermarket/Grocery Store,29.0,9232576.0,226.73,59,0.0,0.0,0.0,0.0
2667,NonResidential,Small- and Mid-Sized Office,98105.0,8816400975,4,NORTHEAST,47.66345,-122.3134,1.0,1,27966,Office,58.0,1100499.75,7.67,59,0.25044697132231997,0.0,0.0,0.0
2668,NonResidential,Supermarket / Grocery Store,98105.0,8816401015,4,NORTHEAST,47.66429,-122.31389,1.0,1,26226,Supermarket/Grocery Store,37.0,7588060.5,156.18,66,0.0,0.0,0.0,0.0
2671,NonResidential,Mixed Use Property,98105.0,8816401150,4,NORTHEAST,47.6616,-122.31393,1.0,2,34948,Bank Branch,17.0,1159807.125,8.09,40,0.4508126359162184,0.0,0.0,0.0
2680,NonResidential,Small- and Mid-Sized Office,98102.0,4088802669,4,LAKE UNION,47.6342,-122.32661,1.0,3,37639,Office,,6197824.5,43.21,18,0.265655304338585,0.0,0.0,0.0
2683,NonResidential,Other,98104.0,5247800535,7,DOWNTOWN,47.60135,-122.33327,1.0,1,21420,Museum,,810636.875,9.72,116,0.0,0.5981630309988519,0.2870264064293915,0.1148105625717566
2684,NonResidential,Small- and Mid-Sized Office,98104.0,5247800575,7,DOWNTOWN,47.6011,-122.33197,1.0,1,20880,Office,94.0,683274.0,4.76,116,0.0,0.0,0.0,0.0
2686,NonResidential,Mixed Use Property,98104.0,5247800715,7,DOWNTOWN,47.59938,-122.33197,1.0,3,26000,Office,,1063035.875,18.62,50,0.0,0.0,0.0,0.0
2687,NonResidential,Small- and Mid-Sized Office,98104.0,5247800720,7,DOWNTOWN,47.59954,-122.33201,1.0,3,38675,Office,,1938776.75,43.91,116,0.0,0.0,0.0,0.0
2688,Nonresidential COS,Small- and Mid-Sized Office,98104.0,5247800725,7,DOWNTOWN,47.59986,-122.33195,1.0,4,49951,Office,,5134446.0,185.33,87,0.0,0.0,0.0,0.0
2691,NonResidential,Medical Office,98118.0,7129304415,2,SOUTHEAST,47.5195,-122.26935,1.0,2,25880,Medical Office,8.0,1941728.75,19.81,6,0.0,0.0,0.0,0.0
2695,NonResidential,Worship Facility,98105.0,8823901075,4,NORTHEAST,47.66517,-122.31037,1.0,3,41013,Worship Facility,,1080821.0,37.43,89,0.0,0.0,0.0,0.0
2697,NonResidential,Other,98105.0,8823901885,4,NORTHEAST,47.66453,-122.30999,1.0,2,21075,Social/Meeting Hall,,1581036.75,53.88,12,0.0,0.0,0.0,0.0
2699,NonResidential,Worship Facility,98133.0,9528102345,4,NORTHEAST,47.67842,-122.31949,1.0,3,46485,Worship Facility,83.0,1544995.75,47.03,66,0.0,0.0,0.0,0.0
2704,NonResidential,Small- and Mid-Sized Office,98115.0,9528103705,6,NORTHWEST,47.67819,-122.3231,1.0,4,56896,Office,96.0,1402048.5,28.46,51,0.0,0.0,0.0,0.0
2706,NonResidential,Worship Facility,98115.0,9528104205,6,NORTHWEST,47.67783,-122.32577,1.0,2,27500,Worship Facility,60.0,577123.125,14.79,38,0.0,0.0,0.0,0.0
2707,NonResidential,Small- and Mid-Sized Office,98104.0,5247800780,2,DOWNTOWN,47.59856,-122.33248,1.0,2,36630,Office,90.0,541943.3125,3.78,86,0.0,0.0,0.0,0.0
2708,NonResidential,Small- and Mid-Sized Office,98104.0,5247800855,7,DOWNTOWN,47.59954,-122.33115,0.0,3,26830,Office,,2099386.75,60.93,116,0.0,0.0,0.0,0.0
2709,NonResidential,Small- and Mid-Sized Office,98104.0,5247800875,7,DOWNTOWN,47.59971,-122.33065,1.0,5,41920,Office,95.0,1103594.75,7.69,110,0.0,0.0,0.0,0.0
2710,NonResidential,Small- and Mid-Sized Office,98104.0,5247800890,7,DOWNTOWN,47.60048,-122.33157,1.0,5,36879,Office,92.0,1537570.25,26.94,111,0.0,0.0,0.0,0.0
2711,NonResidential,Other,98104.0,5247800930,7,DOWNTOWN,47.60055,-122.33057,1.0,6,29820,Other - Lodging/Residential,,1601955.625,35.72,112,0.0,0.0,0.0,0.0
2715,NonResidential,Small- and Mid-Sized Office,98104.0,5247801085,7,DOWNTOWN,47.60026,-122.3299,0.0,2,33640,Office,70.0,1078535.75,7.52,111,0.0,0.0,0.0,0.0
2716,NonResidential,Warehouse,98104.0,5247801115,7,DOWNTOWN,47.59986,-122.32987,1.0,4,43484,Non-Refrigerated Warehouse,18.0,1567040.75,10.92,110,0.0,0.6074878116088677,0.2191840677030632,0.1733281206880692
2720,NonResidential,Mixed Use Property,98104.0,5247801615,2,DOWNTOWN,47.599,-122.32717,1.0,3,22480,Office,,981009.125,6.84,116,0.0,0.375,0.375,0.25
2721,NonResidential,Hotel,98104.0,5247801635,2,DOWNTOWN,47.5985,-122.32677,1.0,4,33018,Hotel,49.0,4857581.5,173.67,91,0.0,0.0,0.0,0.0
2723,NonResidential,Small- and Mid-Sized Office,98134.0,5247801801,2,DOWNTOWN,47.5962,-122.32548,1.0,2,26510,Office,91.0,987063.6875,11.18,46,0.0,0.0,0.0,0.0
2737,NonResidential,Warehouse,98105.0,4206900410,4,LAKE UNION,47.65429,-122.32618,1.0,1,40028,Non-Refrigerated Warehouse,80.0,942415.1875,6.76,78,0.0,0.6693935119887165,0.20568204714890187,0.12492444086238162
2738,NonResidential,Small- and Mid-Sized Office,98105.0,4206900485,4,LAKE UNION,47.65373,-122.32721,1.0,3,44510,Office,23.0,2188051.25,15.25,9,0.40952594922489327,0.0,0.0,0.0
2739,NonResidential,Worship Facility,98125.0,8820901145,5,NORTH,47.71705,-122.28577,1.0,1,21624,Worship Facility,90.0,666687.5,20.96,62,0.0,0.0,0.0,0.0
2747,NonResidential,Small- and Mid-Sized Office,98104.0,5247801875,2,DOWNTOWN,47.59819,-122.32599,0.0,3,21600,Office,,1539176.625,32.42,23,0.0,0.0,0.0,0.0
2748,NonResidential,Mixed Use Property,98104.0,5247801900,2,DOWNTOWN,47.59769,-122.32537,1.0,3,20620,Multifamily Housing,,747456.875,20.78,107,0.0,0.48787584869059164,0.2560620756547042,0.2560620756547042
2751,NonResidential,Hotel,98104.0,5247801965,2,DOWNTOWN,47.59983,-122.32598,1.0,5,40552,Hotel,99.0,1200180.875,53.25,106,0.0,0.0,0.0,0.0
2759,NonResidential,Small- and Mid-Sized Office,98104.0,5247802080,2,DOWNTOWN,47.60105,-122.32542,1.0,3,31432,Office,,1439572.375,10.04,107,0.0,0.7336154237719521,0.22667981674726392,0.03970475948078391
2761,NonResidential,Retail Store,98104.0,5247802260,2,DOWNTOWN,47.59935,-122.32468,1.0,2,24550,Retail Store,100.0,977230.3125,6.73,99,0.0,0.0,0.0,0.0
2770,NonResidential,Other,98122.0,4226900030,3,CENTRAL,47.60285,-122.31458,1.0,3,25864,Social/Meeting Hall,,1028277.313,34.61,108,0.0,0.0,0.0,0.0
2774,NonResidential,Other,98105.0,8823902405,4,NORTHEAST,47.66192,-122.30998,1.0,3,20686,Other - Lodging/Residential,,1207504.0,42.71,92,0.0,0.0,0.0,0.0
2775,NonResidential,Residence Hall,98105.0,8823902415,4,NORTHEAST,47.6617,-122.31007,1.0,3,22124,Residence Hall/Dormitory,82.0,637685.0,4.45,87,0.0,0.0,0.0,0.0
2778,NonResidential,Residence Hall,98105.0,8823902515,4,NORTHEAST,47.66289,-122.30863,1.0,3,27487,Residence Hall/Dormitory,82.0,1594504.875,65.95,90,0.0,0.0,0.0,0.0
2779,NonResidential,Residence Hall,98105.0,8823902585,4,NORTHEAST,47.66164,-122.30874,1.0,4,23616,Residence Hall/Dormitory,55.0,1656420.25,53.65,90,0.0,0.0,0.0,0.0
2781,NonResidential,Residence Hall,98105.0,8823902795,4,NORTHEAST,47.66238,-122.30801,1.0,3,33448,Residence Hall/Dormitory,78.0,998633.5,6.96,40,0.0,0.0,0.0,0.0
2782,Nonresidential COS,Mixed Use Property,98122.0,9821700009,2,EAST,47.60153,-122.31986,0.0,2,29508,Other - Recreation,,2217620.0,81.24,11,0.2412904974922055,0.4287926895376752,0.31685123518934405,0.2543560752729807
2783,NonResidential,Senior Care Community,98122.0,9826700565,3,CENTRAL,47.60133,-122.31088,1.0,2,74840,Senior Care Community,48.0,8268496.5,249.46,29,0.0,0.0,0.0,0.0
2784,Nonresidential COS,Other,98144.0,9826700795,3,CENTRAL,47.60133,-122.31088,1.0,3,20992,Performing Arts,,2473302.0,104.74,103,0.0,0.7963742311427646,0.1497248300420848,0.05390093881515053
2785,NonResidential,K-12 School,98122.0,9826701245,3,CENTRAL,47.6032,-122.30596,1.0,2,22344,K-12 School,40.0,1522596.75,55.23,91,0.0,0.0,0.0,0.0
2789,NonResidential,University,98121.0,9831200125,3,EAST,47.62531,-122.32303,1.0,3,31900,College/University,,2466100.0,96.2,95,0.0,0.0,0.0,0.0
2790,Nonresidential COS,Other,98117.0,6021504080,6,BALLARD,47.68475,-122.38257,1.0,2,29417,Other - Recreation,,1631479.125,56.25,66,0.0,0.6402008310249307,0.3097645429362881,0.050034626038781164
2791,NonResidential,Mixed Use Property,98104.0,6054550000,2,DOWNTOWN,47.59737,-122.32487,1.0,3,49299,Office,,4729846.5,9.23,107,0.0,0.45426099413771653,0.445458144050065,0.10028086181221843
2795,NonResidential,Supermarket / Grocery Store,98116.0,6087100195,1,SOUTHWEST,47.58217,-122.38479,1.0,1,31841,Supermarket/Grocery Store,,13140574.0,404.21,19,0.0,0.0,0.0,0.0
2798,NonResidential,Mixed Use Property,98122.0,5332200210,3,EAST,47.627,-122.29153,1.0,2,21036,Parking,,2735811.5,78.36,28,0.0,0.41643680332514643,0.3084829019459664,0.27508029472888723
